Provincias	Grupos de edad	Periodo	Total
42 Soria	De 35 a 39 años	1976	55,77
42 Soria	De 35 a 39 años	1975	54,93
42 Soria	De 40 a 44 años	2023	16,48
42 Soria	De 40 a 44 años	2022	19,96
42 Soria	De 40 a 44 años	2021	19,83
42 Soria	De 40 a 44 años	2020	19,01
42 Soria	De 40 a 44 años	2019	18,45
42 Soria	De 40 a 44 años	2018	19,86
42 Soria	De 40 a 44 años	2017	14,01
42 Soria	De 40 a 44 años	2016	15,67
42 Soria	De 40 a 44 años	2015	16,08
42 Soria	De 40 a 44 años	2014	14,43
42 Soria	De 40 a 44 años	2013	17,08
42 Soria	De 40 a 44 años	2012	13,39
42 Soria	De 40 a 44 años	2011	15,23
42 Soria	De 40 a 44 años	2010	14,75
42 Soria	De 40 a 44 años	2009	15,12
42 Soria	De 40 a 44 años	2008	11,89
42 Soria	De 40 a 44 años	2007	15,07
42 Soria	De 40 a 44 años	2006	10,69
42 Soria	De 40 a 44 años	2005	9,67
42 Soria	De 40 a 44 años	2004	11,78
42 Soria	De 40 a 44 años	2003	8,25
42 Soria	De 40 a 44 años	2002	7,79
42 Soria	De 40 a 44 años	2001	4,33
42 Soria	De 40 a 44 años	2000	8,02
42 Soria	De 40 a 44 años	1999	8,51
42 Soria	De 40 a 44 años	1998	8,53
42 Soria	De 40 a 44 años	1997	3,99
42 Soria	De 40 a 44 años	1996	7,82
42 Soria	De 40 a 44 años	1995	6,32
42 Soria	De 40 a 44 años	1994	3,8
42 Soria	De 40 a 44 años	1993	3,43
42 Soria	De 40 a 44 años	1992	6,17
42 Soria	De 40 a 44 años	1991	5,77
42 Soria	De 40 a 44 años	1990	7,53
42 Soria	De 40 a 44 años	1989	7,13
42 Soria	De 40 a 44 años	1988	10,19
42 Soria	De 40 a 44 años	1987	11,09
42 Soria	De 40 a 44 años	1986	10,99
42 Soria	De 40 a 44 años	1985	11,96
42 Soria	De 40 a 44 años	1984	9,8
42 Soria	De 40 a 44 años	1983	13,15
42 Soria	De 40 a 44 años	1982	10,61
42 Soria	De 40 a 44 años	1981	11,95
42 Soria	De 40 a 44 años	1980	10,43
42 Soria	De 40 a 44 años	1979	14,28
42 Soria	De 40 a 44 años	1978	15,31
42 Soria	De 40 a 44 años	1977	21,97
42 Soria	De 40 a 44 años	1976	15,84
42 Soria	De 40 a 44 años	1975	19,25
42 Soria	De 45 a 49 años	2023	1,55
42 Soria	De 45 a 49 años	2022	3,47
42 Soria	De 45 a 49 años	2021	1,28
42 Soria	De 45 a 49 años	2020	2,61
42 Soria	De 45 a 49 años	2019	3,24
42 Soria	De 45 a 49 años	2018	2,87
42 Soria	De 45 a 49 años	2017	1,25
42 Soria	De 45 a 49 años	2016	1,54
42 Soria	De 45 a 49 años	2015	0,91
42 Soria	De 45 a 49 años	2014	1,17
42 Soria	De 45 a 49 años	2013	0,87
42 Soria	De 45 a 49 años	2012	0,86
42 Soria	De 45 a 49 años	2011	0,86
42 Soria	De 45 a 49 años	2010	0,86
42 Soria	De 45 a 49 años	2009	1,19
42 Soria	De 45 a 49 años	2008	0,61
42 Soria	De 45 a 49 años	2007	1,25
42 Soria	De 45 a 49 años	2006	0,98
42 Soria	De 45 a 49 años	2005	1,03
42 Soria	De 45 a 49 años	2004	0,73
42 Soria	De 45 a 49 años	2003	0,38
42 Soria	De 45 a 49 años	2002	0
42 Soria	De 45 a 49 años	2001	0,84
42 Soria	De 45 a 49 años	2000	0
42 Soria	De 45 a 49 años	1999	0
42 Soria	De 45 a 49 años	1998	0
42 Soria	De 45 a 49 años	1997	0
42 Soria	De 45 a 49 años	1996	0
42 Soria	De 45 a 49 años	1995	0
42 Soria	De 45 a 49 años	1994	0,45
42 Soria	De 45 a 49 años	1993	0
42 Soria	De 45 a 49 años	1992	0,45
42 Soria	De 45 a 49 años	1991	0,89
42 Soria	De 45 a 49 años	1990	0
42 Soria	De 45 a 49 años	1989	0,44
42 Soria	De 45 a 49 años	1988	0,9
42 Soria	De 45 a 49 años	1987	0,45
42 Soria	De 45 a 49 años	1986	1,29
42 Soria	De 45 a 49 años	1985	0
42 Soria	De 45 a 49 años	1984	0,38
42 Soria	De 45 a 49 años	1983	0,68
42 Soria	De 45 a 49 años	1982	2,49
42 Soria	De 45 a 49 años	1981	1,48
42 Soria	De 45 a 49 años	1980	1,41
42 Soria	De 45 a 49 años	1979	1,06
42 Soria	De 45 a 49 años	1978	0,26
42 Soria	De 45 a 49 años	1977	2,33
42 Soria	De 45 a 49 años	1976	1,83
42 Soria	De 45 a 49 años	1975	1,07
42 Soria	50 y más años	2023	0
42 Soria	50 y más años	2022	0
42 Soria	50 y más años	2021	0
42 Soria	50 y más años	2020	1,51
42 Soria	50 y más años	2019	0
42 Soria	50 y más años	2018	1,52
42 Soria	50 y más años	2017	1,5
42 Soria	50 y más años	2016	0
42 Soria	50 y más años	2015	0
42 Soria	50 y más años	2014	0
42 Soria	50 y más años	2013	0
42 Soria	50 y más años	2012	0
42 Soria	50 y más años	2011	0
42 Soria	50 y más años	2010	0
42 Soria	50 y más años	2009	0
42 Soria	50 y más años	2008	0
42 Soria	50 y más años	2007	0
42 Soria	50 y más años	2006	0
42 Soria	50 y más años	2005	0
42 Soria	50 y más años	2004	0
42 Soria	50 y más años	2003	0
42 Soria	50 y más años	2002	0
42 Soria	50 y más años	2001	0
42 Soria	50 y más años	2000	0
42 Soria	50 y más años	1999	0
42 Soria	50 y más años	1998	0
42 Soria	50 y más años	1997	0
42 Soria	50 y más años	1996	0
42 Soria	50 y más años	1995	0
42 Soria	50 y más años	1994	0
42 Soria	50 y más años	1993	0
42 Soria	50 y más años	1992	0
42 Soria	50 y más años	1991	2,04
42 Soria	50 y más años	1990	0
42 Soria	50 y más años	1989	0
42 Soria	50 y más años	1988	0
42 Soria	50 y más años	1987	0
42 Soria	50 y más años	1986	0
42 Soria	50 y más años	1985	0
42 Soria	50 y más años	1984	0
42 Soria	50 y más años	1983	0
42 Soria	50 y más años	1982	0
42 Soria	50 y más años	1981	0
42 Soria	50 y más años	1980	0
42 Soria	50 y más años	1979	0
42 Soria	50 y más años	1978	0
42 Soria	50 y más años	1977	0
42 Soria	50 y más años	1976	1,43
42 Soria	50 y más años	1975	0
43 Tarragona	De 10 a 14 años	2023	0,13
43 Tarragona	De 10 a 14 años	2022	0,09
43 Tarragona	De 10 a 14 años	2021	0
43 Tarragona	De 10 a 14 años	2020	0,13
43 Tarragona	De 10 a 14 años	2019	0,04
43 Tarragona	De 10 a 14 años	2018	0
43 Tarragona	De 10 a 14 años	2017	0
43 Tarragona	De 10 a 14 años	2016	0,15
43 Tarragona	De 10 a 14 años	2015	0,05
43 Tarragona	De 10 a 14 años	2014	0,1
43 Tarragona	De 10 a 14 años	2013	0,1
43 Tarragona	De 10 a 14 años	2012	0,05
43 Tarragona	De 10 a 14 años	2011	0,11
43 Tarragona	De 10 a 14 años	2010	0,21
43 Tarragona	De 10 a 14 años	2009	0
43 Tarragona	De 10 a 14 años	2008	0,17
43 Tarragona	De 10 a 14 años	2007	0,12
43 Tarragona	De 10 a 14 años	2006	0,06
43 Tarragona	De 10 a 14 años	2005	0,12
43 Tarragona	De 10 a 14 años	2004	0,19
43 Tarragona	De 10 a 14 años	2003	0,4
43 Tarragona	De 10 a 14 años	2002	0
43 Tarragona	De 10 a 14 años	2001	0,07
43 Tarragona	De 10 a 14 años	2000	0,07
43 Tarragona	De 10 a 14 años	1999	0,07
43 Tarragona	De 10 a 14 años	1998	0,26
43 Tarragona	De 10 a 14 años	1997	0
43 Tarragona	De 10 a 14 años	1996	0,12
43 Tarragona	De 10 a 14 años	1995	0,06
43 Tarragona	De 10 a 14 años	1994	0,06
43 Tarragona	De 10 a 14 años	1993	0,05
43 Tarragona	De 10 a 14 años	1992	0,05
43 Tarragona	De 10 a 14 años	1991	0
43 Tarragona	De 10 a 14 años	1990	0,09
43 Tarragona	De 10 a 14 años	1989	0
43 Tarragona	De 10 a 14 años	1988	0,09
43 Tarragona	De 10 a 14 años	1987	0,09
43 Tarragona	De 10 a 14 años	1986	0
43 Tarragona	De 10 a 14 años	1985	0,14
43 Tarragona	De 10 a 14 años	1984	0,1
43 Tarragona	De 10 a 14 años	1983	0,1
43 Tarragona	De 10 a 14 años	1982	0,1
43 Tarragona	De 10 a 14 años	1981	0,25
43 Tarragona	De 10 a 14 años	1980	0,25
43 Tarragona	De 10 a 14 años	1979	0,25
43 Tarragona	De 10 a 14 años	1978	0,1
43 Tarragona	De 10 a 14 años	1977	0,05
43 Tarragona	De 10 a 14 años	1976	0,05
43 Tarragona	De 10 a 14 años	1975	0,22
43 Tarragona	De 15 a 19 años	2023	4,62
43 Tarragona	De 15 a 19 años	2022	3,57
43 Tarragona	De 15 a 19 años	2021	4,56
43 Tarragona	De 15 a 19 años	2020	5,57
43 Tarragona	De 15 a 19 años	2019	5,88
43 Tarragona	De 15 a 19 años	2018	6,71
43 Tarragona	De 15 a 19 años	2017	5,85
43 Tarragona	De 15 a 19 años	2016	7,31
43 Tarragona	De 15 a 19 años	2015	6,47
43 Tarragona	De 15 a 19 años	2014	6,86
43 Tarragona	De 15 a 19 años	2013	8,05
43 Tarragona	De 15 a 19 años	2012	10,94
43 Tarragona	De 15 a 19 años	2011	11,18
43 Tarragona	De 15 a 19 años	2010	12,3
43 Tarragona	De 15 a 19 años	2009	13,5
43 Tarragona	De 15 a 19 años	2008	17
43 Tarragona	De 15 a 19 años	2007	15,4
43 Tarragona	De 15 a 19 años	2006	13,76
43 Tarragona	De 15 a 19 años	2005	12,2
43 Tarragona	De 15 a 19 años	2004	13,09
43 Tarragona	De 15 a 19 años	2003	10,92
43 Tarragona	De 15 a 19 años	2002	11,21
43 Tarragona	De 15 a 19 años	2001	11,58
43 Tarragona	De 15 a 19 años	2000	9,94
43 Tarragona	De 15 a 19 años	1999	6,61
43 Tarragona	De 15 a 19 años	1998	6,92
43 Tarragona	De 15 a 19 años	1997	6,11
43 Tarragona	De 15 a 19 años	1996	6,1
43 Tarragona	De 15 a 19 años	1995	6,92
43 Tarragona	De 15 a 19 años	1994	6,92
43 Tarragona	De 15 a 19 años	1993	7,15
43 Tarragona	De 15 a 19 años	1992	8,05
43 Tarragona	De 15 a 19 años	1991	10,02
43 Tarragona	De 15 a 19 años	1990	10,72
43 Tarragona	De 15 a 19 años	1989	10,69
43 Tarragona	De 15 a 19 años	1988	13,63
43 Tarragona	De 15 a 19 años	1987	13,78
43 Tarragona	De 15 a 19 años	1986	14,92
43 Tarragona	De 15 a 19 años	1985	15,25
43 Tarragona	De 15 a 19 años	1984	15,83
43 Tarragona	De 15 a 19 años	1983	16,4
43 Tarragona	De 15 a 19 años	1982	22,4
43 Tarragona	De 15 a 19 años	1981	23,17
43 Tarragona	De 15 a 19 años	1980	29,15
43 Tarragona	De 15 a 19 años	1979	31,47
43 Tarragona	De 15 a 19 años	1978	30,94
43 Tarragona	De 15 a 19 años	1977	27,72
43 Tarragona	De 15 a 19 años	1976	27,13
43 Tarragona	De 15 a 19 años	1975	21,37
43 Tarragona	De 20 a 24 años	2023	23,8
43 Tarragona	De 20 a 24 años	2022	27,17
43 Tarragona	De 20 a 24 años	2021	25,74
43 Tarragona	De 20 a 24 años	2020	28,51
43 Tarragona	De 20 a 24 años	2019	30,66
43 Tarragona	De 20 a 24 años	2018	32,11
43 Tarragona	De 20 a 24 años	2017	32,28
43 Tarragona	De 20 a 24 años	2016	34,3
43 Tarragona	De 20 a 24 años	2015	32,73
43 Tarragona	De 20 a 24 años	2014	32,44
43 Tarragona	De 20 a 24 años	2013	33,5
43 Tarragona	De 20 a 24 años	2012	40,49
43 Tarragona	De 20 a 24 años	2011	41,86
43 Tarragona	De 20 a 24 años	2010	49,62
43 Tarragona	De 20 a 24 años	2009	52,03
43 Tarragona	De 20 a 24 años	2008	56,82
43 Tarragona	De 20 a 24 años	2007	50,48
43 Tarragona	De 20 a 24 años	2006	46,73
43 Tarragona	De 20 a 24 años	2005	43,89
43 Tarragona	De 20 a 24 años	2004	40,32
43 Tarragona	De 20 a 24 años	2003	36,53
43 Tarragona	De 20 a 24 años	2002	35,22
43 Tarragona	De 20 a 24 años	2001	29,51
43 Tarragona	De 20 a 24 años	2000	26,84
43 Tarragona	De 20 a 24 años	1999	26,11
43 Tarragona	De 20 a 24 años	1998	25,43
43 Tarragona	De 20 a 24 años	1997	25,12
43 Tarragona	De 20 a 24 años	1996	23,73
43 Tarragona	De 20 a 24 años	1995	26,45
43 Tarragona	De 20 a 24 años	1994	32,06
43 Tarragona	De 20 a 24 años	1993	35,82
43 Tarragona	De 20 a 24 años	1992	38,82
43 Tarragona	De 20 a 24 años	1991	43,4
43 Tarragona	De 20 a 24 años	1990	50,6
43 Tarragona	De 20 a 24 años	1989	50,66
43 Tarragona	De 20 a 24 años	1988	58,56
43 Tarragona	De 20 a 24 años	1987	61,55
43 Tarragona	De 20 a 24 años	1986	67,66
43 Tarragona	De 20 a 24 años	1985	73,49
43 Tarragona	De 20 a 24 años	1984	84,88
43 Tarragona	De 20 a 24 años	1983	93,75
43 Tarragona	De 20 a 24 años	1982	106,67
43 Tarragona	De 20 a 24 años	1981	117,93
43 Tarragona	De 20 a 24 años	1980	137,85
43 Tarragona	De 20 a 24 años	1979	147,73
43 Tarragona	De 20 a 24 años	1978	162,46
43 Tarragona	De 20 a 24 años	1977	174,08
43 Tarragona	De 20 a 24 años	1976	178,01
43 Tarragona	De 20 a 24 años	1975	162,17
43 Tarragona	De 25 a 29 años	2023	57,94
43 Tarragona	De 25 a 29 años	2022	56,23
43 Tarragona	De 25 a 29 años	2021	59,96
43 Tarragona	De 25 a 29 años	2020	64,24
43 Tarragona	De 25 a 29 años	2019	66,27
43 Tarragona	De 25 a 29 años	2018	63
43 Tarragona	De 25 a 29 años	2017	69,81
43 Tarragona	De 25 a 29 años	2016	69,55
43 Tarragona	De 25 a 29 años	2015	75
43 Tarragona	De 25 a 29 años	2014	72,8
43 Tarragona	De 25 a 29 años	2013	71,79
43 Tarragona	De 25 a 29 años	2012	72,22
43 Tarragona	De 25 a 29 años	2011	74,43
43 Tarragona	De 25 a 29 años	2010	79,36
43 Tarragona	De 25 a 29 años	2009	80,24
43 Tarragona	De 25 a 29 años	2008	83,53
43 Tarragona	De 25 a 29 años	2007	81,38
43 Tarragona	De 25 a 29 años	2006	77,56
43 Tarragona	De 25 a 29 años	2005	77,54
43 Tarragona	De 25 a 29 años	2004	75,26
43 Tarragona	De 25 a 29 años	2003	75,61
43 Tarragona	De 25 a 29 años	2002	76,3
43 Tarragona	De 25 a 29 años	2001	78,05
43 Tarragona	De 25 a 29 años	2000	77,29
43 Tarragona	De 25 a 29 años	1999	76,27
43 Tarragona	De 25 a 29 años	1998	77,47
43 Tarragona	De 25 a 29 años	1997	80,28
43 Tarragona	De 25 a 29 años	1996	86,16
43 Tarragona	De 25 a 29 años	1995	91,5
43 Tarragona	De 25 a 29 años	1994	94,81
43 Tarragona	De 25 a 29 años	1993	98,62
43 Tarragona	De 25 a 29 años	1992	106,36
43 Tarragona	De 25 a 29 años	1991	106,05
43 Tarragona	De 25 a 29 años	1990	109,82
43 Tarragona	De 25 a 29 años	1989	109,98
43 Tarragona	De 25 a 29 años	1988	113,18
43 Tarragona	De 25 a 29 años	1987	115,43
43 Tarragona	De 25 a 29 años	1986	118,66
43 Tarragona	De 25 a 29 años	1985	124,88
43 Tarragona	De 25 a 29 años	1984	125,97
43 Tarragona	De 25 a 29 años	1983	124,38
43 Tarragona	De 25 a 29 años	1982	139,94
43 Tarragona	De 25 a 29 años	1981	139,64
43 Tarragona	De 25 a 29 años	1980	150,12
43 Tarragona	De 25 a 29 años	1979	159,93
43 Tarragona	De 25 a 29 años	1978	182,62
43 Tarragona	De 25 a 29 años	1977	185,47
43 Tarragona	De 25 a 29 años	1976	196,94
43 Tarragona	De 25 a 29 años	1975	194,3
43 Tarragona	De 30 a 34 años	2023	78,72
43 Tarragona	De 30 a 34 años	2022	86,86
43 Tarragona	De 30 a 34 años	2021	87,48
43 Tarragona	De 30 a 34 años	2020	87,15
43 Tarragona	De 30 a 34 años	2019	93,04
43 Tarragona	De 30 a 34 años	2018	93,69
43 Tarragona	De 30 a 34 años	2017	96,02
43 Tarragona	De 30 a 34 años	2016	93,35
43 Tarragona	De 30 a 34 años	2015	94,29
43 Tarragona	De 30 a 34 años	2014	98,02
43 Tarragona	De 30 a 34 años	2013	91,99
43 Tarragona	De 30 a 34 años	2012	94,08
43 Tarragona	De 30 a 34 años	2011	94,64
43 Tarragona	De 30 a 34 años	2010	99,62
43 Tarragona	De 30 a 34 años	2009	97,84
43 Tarragona	De 30 a 34 años	2008	105,1
43 Tarragona	De 30 a 34 años	2007	101,35
43 Tarragona	De 30 a 34 años	2006	101,87
43 Tarragona	De 30 a 34 años	2005	106,32
43 Tarragona	De 30 a 34 años	2004	103,09
43 Tarragona	De 30 a 34 años	2003	101,68
43 Tarragona	De 30 a 34 años	2002	101,83
43 Tarragona	De 30 a 34 años	2001	100,22
43 Tarragona	De 30 a 34 años	2000	103,97
43 Tarragona	De 30 a 34 años	1999	95,47
43 Tarragona	De 30 a 34 años	1998	94,73
43 Tarragona	De 30 a 34 años	1997	89,93
43 Tarragona	De 30 a 34 años	1996	87,45
43 Tarragona	De 30 a 34 años	1995	82,7
43 Tarragona	De 30 a 34 años	1994	80,49
43 Tarragona	De 30 a 34 años	1993	79,69
43 Tarragona	De 30 a 34 años	1992	78,59
43 Tarragona	De 30 a 34 años	1991	73,89
43 Tarragona	De 30 a 34 años	1990	70,27
43 Tarragona	De 30 a 34 años	1989	65,36
43 Tarragona	De 30 a 34 años	1988	72,04
43 Tarragona	De 30 a 34 años	1987	63,42
43 Tarragona	De 30 a 34 años	1986	63,41
43 Tarragona	De 30 a 34 años	1985	76,37
43 Tarragona	De 30 a 34 años	1984	72,52
43 Tarragona	De 30 a 34 años	1983	73,63
43 Tarragona	De 30 a 34 años	1982	77,03
43 Tarragona	De 30 a 34 años	1981	74,2
43 Tarragona	De 30 a 34 años	1980	78,92
43 Tarragona	De 30 a 34 años	1979	87,75
43 Tarragona	De 30 a 34 años	1978	100,61
43 Tarragona	De 30 a 34 años	1977	104,72
43 Tarragona	De 30 a 34 años	1976	105,04
43 Tarragona	De 30 a 34 años	1975	108,26
43 Tarragona	De 35 a 39 años	2023	58,95
43 Tarragona	De 35 a 39 años	2022	60,18
43 Tarragona	De 35 a 39 años	2021	60,66
43 Tarragona	De 35 a 39 años	2020	56,94
43 Tarragona	De 35 a 39 años	2019	60,82
43 Tarragona	De 35 a 39 años	2018	59,31
43 Tarragona	De 35 a 39 años	2017	61,82
43 Tarragona	De 35 a 39 años	2016	62,03
43 Tarragona	De 35 a 39 años	2015	63,51
43 Tarragona	De 35 a 39 años	2014	57,03
43 Tarragona	De 35 a 39 años	2013	53,98
43 Tarragona	De 35 a 39 años	2012	59,21
43 Tarragona	De 35 a 39 años	2011	61,62
43 Tarragona	De 35 a 39 años	2010	57,88
43 Tarragona	De 35 a 39 años	2009	59,11
43 Tarragona	De 35 a 39 años	2008	57,27
43 Tarragona	De 35 a 39 años	2007	56,12
43 Tarragona	De 35 a 39 años	2006	52,59
43 Tarragona	De 35 a 39 años	2005	50,28
43 Tarragona	De 35 a 39 años	2004	47,47
43 Tarragona	De 35 a 39 años	2003	48,77
43 Tarragona	De 35 a 39 años	2002	48,14
43 Tarragona	De 35 a 39 años	2001	42,3
43 Tarragona	De 35 a 39 años	2000	43,08
43 Tarragona	De 35 a 39 años	1999	33,75
43 Tarragona	De 35 a 39 años	1998	32,59
43 Tarragona	De 35 a 39 años	1997	32,01
43 Tarragona	De 35 a 39 años	1996	28,95
43 Tarragona	De 35 a 39 años	1995	28,66
43 Tarragona	De 35 a 39 años	1994	24,85
43 Tarragona	De 35 a 39 años	1993	23,47
43 Tarragona	De 35 a 39 años	1992	26,17
43 Tarragona	De 35 a 39 años	1991	22,67
43 Tarragona	De 35 a 39 años	1990	23,37
43 Tarragona	De 35 a 39 años	1989	24,73
43 Tarragona	De 35 a 39 años	1988	22,34
43 Tarragona	De 35 a 39 años	1987	25,48
43 Tarragona	De 35 a 39 años	1986	24,93
43 Tarragona	De 35 a 39 años	1985	31,31
43 Tarragona	De 35 a 39 años	1984	27,42
43 Tarragona	De 35 a 39 años	1983	28,94
43 Tarragona	De 35 a 39 años	1982	33,73
43 Tarragona	De 35 a 39 años	1981	35,02
43 Tarragona	De 35 a 39 años	1980	38,22
43 Tarragona	De 35 a 39 años	1979	40,43
43 Tarragona	De 35 a 39 años	1978	46,32
43 Tarragona	De 35 a 39 años	1977	49,23
43 Tarragona	De 35 a 39 años	1976	53,95
43 Tarragona	De 35 a 39 años	1975	50,98
43 Tarragona	De 40 a 44 años	2023	15,7
43 Tarragona	De 40 a 44 años	2022	15,38
43 Tarragona	De 40 a 44 años	2021	16,01
43 Tarragona	De 40 a 44 años	2020	14,91
43 Tarragona	De 40 a 44 años	2019	15,16
43 Tarragona	De 40 a 44 años	2018	16,7
43 Tarragona	De 40 a 44 años	2017	16,27
43 Tarragona	De 40 a 44 años	2016	16,9
43 Tarragona	De 40 a 44 años	2015	15,78
43 Tarragona	De 40 a 44 años	2014	14,93
43 Tarragona	De 40 a 44 años	2013	14,73
43 Tarragona	De 40 a 44 años	2012	12,98
43 Tarragona	De 40 a 44 años	2011	12,81
43 Tarragona	De 40 a 44 años	2010	14,71
43 Tarragona	De 40 a 44 años	2009	11,78
43 Tarragona	De 40 a 44 años	2008	12,03
43 Tarragona	De 40 a 44 años	2007	10,02
43 Tarragona	De 40 a 44 años	2006	9,62
43 Tarragona	De 40 a 44 años	2005	9,64
43 Tarragona	De 40 a 44 años	2004	8,81
43 Tarragona	De 40 a 44 años	2003	8,06
43 Tarragona	De 40 a 44 años	2002	6,88
43 Tarragona	De 40 a 44 años	2001	7,06
43 Tarragona	De 40 a 44 años	2000	5,97
43 Tarragona	De 40 a 44 años	1999	5,73
43 Tarragona	De 40 a 44 años	1998	4,51
43 Tarragona	De 40 a 44 años	1997	5,05
43 Tarragona	De 40 a 44 años	1996	3,77
43 Tarragona	De 40 a 44 años	1995	3,94
43 Tarragona	De 40 a 44 años	1994	4,39
43 Tarragona	De 40 a 44 años	1993	3,95
43 Tarragona	De 40 a 44 años	1992	4,74
43 Tarragona	De 40 a 44 años	1991	5,24
43 Tarragona	De 40 a 44 años	1990	3,58
43 Tarragona	De 40 a 44 años	1989	4,78
43 Tarragona	De 40 a 44 años	1988	4,52
43 Tarragona	De 40 a 44 años	1987	7,04
43 Tarragona	De 40 a 44 años	1986	7,24
43 Tarragona	De 40 a 44 años	1985	7,47
43 Tarragona	De 40 a 44 años	1984	8,08
43 Tarragona	De 40 a 44 años	1983	9,67
43 Tarragona	De 40 a 44 años	1982	10,49
43 Tarragona	De 40 a 44 años	1981	10,05
43 Tarragona	De 40 a 44 años	1980	12,04
43 Tarragona	De 40 a 44 años	1979	12,79
43 Tarragona	De 40 a 44 años	1978	13,96
43 Tarragona	De 40 a 44 años	1977	16,18
43 Tarragona	De 40 a 44 años	1976	16,53
43 Tarragona	De 40 a 44 años	1975	16,67
43 Tarragona	De 45 a 49 años	2023	1,68
43 Tarragona	De 45 a 49 años	2022	1,56
43 Tarragona	De 45 a 49 años	2021	1,64
43 Tarragona	De 45 a 49 años	2020	1,6
43 Tarragona	De 45 a 49 años	2019	1,69
43 Tarragona	De 45 a 49 años	2018	1,73
43 Tarragona	De 45 a 49 años	2017	1,7
43 Tarragona	De 45 a 49 años	2016	1,51
43 Tarragona	De 45 a 49 años	2015	0,98
43 Tarragona	De 45 a 49 años	2014	1,36
43 Tarragona	De 45 a 49 años	2013	1
43 Tarragona	De 45 a 49 años	2012	0,87
43 Tarragona	De 45 a 49 años	2011	0,95
43 Tarragona	De 45 a 49 años	2010	0,96
43 Tarragona	De 45 a 49 años	2009	0,87
43 Tarragona	De 45 a 49 años	2008	0,82
43 Tarragona	De 45 a 49 años	2007	0,96
43 Tarragona	De 45 a 49 años	2006	0,8
43 Tarragona	De 45 a 49 años	2005	0,8
43 Tarragona	De 45 a 49 años	2004	0,57
43 Tarragona	De 45 a 49 años	2003	0,6
43 Tarragona	De 45 a 49 años	2002	0,14
43 Tarragona	De 45 a 49 años	2001	0,45
43 Tarragona	De 45 a 49 años	2000	0,41
43 Tarragona	De 45 a 49 años	1999	0,32
43 Tarragona	De 45 a 49 años	1998	0,05
43 Tarragona	De 45 a 49 años	1997	0,22
43 Tarragona	De 45 a 49 años	1996	0,28
43 Tarragona	De 45 a 49 años	1995	0,11
43 Tarragona	De 45 a 49 años	1994	0,29
43 Tarragona	De 45 a 49 años	1993	0,18
43 Tarragona	De 45 a 49 años	1992	0,25
43 Tarragona	De 45 a 49 años	1991	0,26
43 Tarragona	De 45 a 49 años	1990	0,27
43 Tarragona	De 45 a 49 años	1989	0,35
43 Tarragona	De 45 a 49 años	1988	0,46
43 Tarragona	De 45 a 49 años	1987	0,24
43 Tarragona	De 45 a 49 años	1986	0,23
43 Tarragona	De 45 a 49 años	1985	0,54
43 Tarragona	De 45 a 49 años	1984	0,66
43 Tarragona	De 45 a 49 años	1983	0,47
43 Tarragona	De 45 a 49 años	1982	0,77
43 Tarragona	De 45 a 49 años	1981	0,57
43 Tarragona	De 45 a 49 años	1980	0,81
43 Tarragona	De 45 a 49 años	1979	0,68
43 Tarragona	De 45 a 49 años	1978	0,87
43 Tarragona	De 45 a 49 años	1977	1,13
43 Tarragona	De 45 a 49 años	1976	1,14
43 Tarragona	De 45 a 49 años	1975	1,23
43 Tarragona	50 y más años	2023	0,6
43 Tarragona	50 y más años	2022	0,47
43 Tarragona	50 y más años	2021	0,97
43 Tarragona	50 y más años	2020	0,82
43 Tarragona	50 y más años	2019	0,84
43 Tarragona	50 y más años	2018	0
43 Tarragona	50 y más años	2017	0,85
43 Tarragona	50 y más años	2016	0
43 Tarragona	50 y más años	2015	1,23
43 Tarragona	50 y más años	2014	0,36
43 Tarragona	50 y más años	2013	0,18
43 Tarragona	50 y más años	2012	0,54
43 Tarragona	50 y más años	2011	0
43 Tarragona	50 y más años	2010	0,19
43 Tarragona	50 y más años	2009	0,58
43 Tarragona	50 y más años	2008	1
43 Tarragona	50 y más años	2007	0,62
43 Tarragona	50 y más años	2006	0,22
43 Tarragona	50 y más años	2005	0,45
43 Tarragona	50 y más años	2004	0,24
43 Tarragona	50 y más años	2003	0,25
43 Tarragona	50 y más años	2002	0,26
43 Tarragona	50 y más años	2001	0,55
43 Tarragona	50 y más años	2000	0
43 Tarragona	50 y más años	1999	0
43 Tarragona	50 y más años	1998	0
43 Tarragona	50 y más años	1997	0
43 Tarragona	50 y más años	1996	0
43 Tarragona	50 y más años	1995	0
43 Tarragona	50 y más años	1994	0
43 Tarragona	50 y más años	1993	0
43 Tarragona	50 y más años	1992	0,37
43 Tarragona	50 y más años	1991	0
43 Tarragona	50 y más años	1990	0,4
43 Tarragona	50 y más años	1989	0
43 Tarragona	50 y más años	1988	0,79
43 Tarragona	50 y más años	1987	0,33
43 Tarragona	50 y más años	1986	0
43 Tarragona	50 y más años	1985	0,33
43 Tarragona	50 y más años	1984	0,32
43 Tarragona	50 y más años	1983	0
43 Tarragona	50 y más años	1982	0,3
43 Tarragona	50 y más años	1981	0,29
43 Tarragona	50 y más años	1980	0
43 Tarragona	50 y más años	1979	0,64
43 Tarragona	50 y más años	1978	1,29
43 Tarragona	50 y más años	1977	0,33
43 Tarragona	50 y más años	1976	0,66
43 Tarragona	50 y más años	1975	0
44 Teruel	De 10 a 14 años	2023	0
44 Teruel	De 10 a 14 años	2022	0
44 Teruel	De 10 a 14 años	2021	0
44 Teruel	De 10 a 14 años	2020	0
