Sexo	Comunidades y Ciudades Autónomas	Nivel de formación alcanzado	Periodo	Total
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T2	7,7
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T1	8
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T4	8,2
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T3	7,9
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T2	7,2
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T1	7,9
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T4	9
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T3	9,8
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T2	9,1
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T1	9,1
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T4	9,5
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T3	9,2
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T2	9,4
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T1	9,5
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T4	8,8
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T3	8,6
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T2	8,7
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2019T1	8,4
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T4	9
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T3	8,8
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T2	8,5
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2018T1	7,9
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T4	8,5
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T3	8,2
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T2	8,5
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2017T1	8,1
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T4	8,4
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T3	9
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T2	8,5
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2016T1	8,3
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T4	7,5
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T3	8,6
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T2	7,4
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2015T1	7,2
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T4	7,1
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T3	6,7
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T2	6,9
Mujeres	04 Balears, Illes	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2014T1	6,3
Mujeres	04 Balears, Illes	Educación superior	2025T1	31,2
Mujeres	04 Balears, Illes	Educación superior	2024T4	29,7
Mujeres	04 Balears, Illes	Educación superior	2024T3	32,6
Mujeres	04 Balears, Illes	Educación superior	2024T2	30,7
Mujeres	04 Balears, Illes	Educación superior	2024T1	29,4
Mujeres	04 Balears, Illes	Educación superior	2023T4	29,9
Mujeres	04 Balears, Illes	Educación superior	2023T3	29,4
Mujeres	04 Balears, Illes	Educación superior	2023T2	28,7
Mujeres	04 Balears, Illes	Educación superior	2023T1	29,8
Mujeres	04 Balears, Illes	Educación superior	2022T4	28,5
Mujeres	04 Balears, Illes	Educación superior	2022T3	30,4
Mujeres	04 Balears, Illes	Educación superior	2022T2	31,8
Mujeres	04 Balears, Illes	Educación superior	2022T1	31,3
Mujeres	04 Balears, Illes	Educación superior	2021T4	32,3
Mujeres	04 Balears, Illes	Educación superior	2021T3	32,3
Mujeres	04 Balears, Illes	Educación superior	2021T2	32,3
Mujeres	04 Balears, Illes	Educación superior	2021T1	30
Mujeres	04 Balears, Illes	Educación superior	2020T4	30,6
Mujeres	04 Balears, Illes	Educación superior	2020T3	31,1
Mujeres	04 Balears, Illes	Educación superior	2020T2	30
Mujeres	04 Balears, Illes	Educación superior	2020T1	29,8
Mujeres	04 Balears, Illes	Educación superior	2019T4	28,9
Mujeres	04 Balears, Illes	Educación superior	2019T3	28,9
Mujeres	04 Balears, Illes	Educación superior	2019T2	28,3
Mujeres	04 Balears, Illes	Educación superior	2019T1	27,4
Mujeres	04 Balears, Illes	Educación superior	2018T4	27,7
Mujeres	04 Balears, Illes	Educación superior	2018T3	27,2
Mujeres	04 Balears, Illes	Educación superior	2018T2	26,4
Mujeres	04 Balears, Illes	Educación superior	2018T1	25
Mujeres	04 Balears, Illes	Educación superior	2017T4	25,8
Mujeres	04 Balears, Illes	Educación superior	2017T3	26,1
Mujeres	04 Balears, Illes	Educación superior	2017T2	25,8
Mujeres	04 Balears, Illes	Educación superior	2017T1	27,1
Mujeres	04 Balears, Illes	Educación superior	2016T4	25,4
Mujeres	04 Balears, Illes	Educación superior	2016T3	26,4
Mujeres	04 Balears, Illes	Educación superior	2016T2	24,9
Mujeres	04 Balears, Illes	Educación superior	2016T1	25
Mujeres	04 Balears, Illes	Educación superior	2015T4	24,3
Mujeres	04 Balears, Illes	Educación superior	2015T3	23,8
Mujeres	04 Balears, Illes	Educación superior	2015T2	25,4
Mujeres	04 Balears, Illes	Educación superior	2015T1	23,9
Mujeres	04 Balears, Illes	Educación superior	2014T4	23,7
Mujeres	04 Balears, Illes	Educación superior	2014T3	24,4
Mujeres	04 Balears, Illes	Educación superior	2014T2	25,4
Mujeres	04 Balears, Illes	Educación superior	2014T1	24,9
Mujeres	05 Canarias	Total	2025T1	100
Mujeres	05 Canarias	Total	2024T4	100
Mujeres	05 Canarias	Total	2024T3	100
Mujeres	05 Canarias	Total	2024T2	100
Mujeres	05 Canarias	Total	2024T1	100
Mujeres	05 Canarias	Total	2023T4	100
Mujeres	05 Canarias	Total	2023T3	100
Mujeres	05 Canarias	Total	2023T2	100
Mujeres	05 Canarias	Total	2023T1	100
Mujeres	05 Canarias	Total	2022T4	100
Mujeres	05 Canarias	Total	2022T3	100
Mujeres	05 Canarias	Total	2022T2	100
Mujeres	05 Canarias	Total	2022T1	100
Mujeres	05 Canarias	Total	2021T4	100
Mujeres	05 Canarias	Total	2021T3	100
Mujeres	05 Canarias	Total	2021T2	100
Mujeres	05 Canarias	Total	2021T1	100
Mujeres	05 Canarias	Total	2020T4	100
Mujeres	05 Canarias	Total	2020T3	100
Mujeres	05 Canarias	Total	2020T2	100
Mujeres	05 Canarias	Total	2020T1	100
Mujeres	05 Canarias	Total	2019T4	100
Mujeres	05 Canarias	Total	2019T3	100
Mujeres	05 Canarias	Total	2019T2	100
Mujeres	05 Canarias	Total	2019T1	100
Mujeres	05 Canarias	Total	2018T4	100
Mujeres	05 Canarias	Total	2018T3	100
Mujeres	05 Canarias	Total	2018T2	100
Mujeres	05 Canarias	Total	2018T1	100
Mujeres	05 Canarias	Total	2017T4	100
Mujeres	05 Canarias	Total	2017T3	100
Mujeres	05 Canarias	Total	2017T2	100
Mujeres	05 Canarias	Total	2017T1	100
Mujeres	05 Canarias	Total	2016T4	100
Mujeres	05 Canarias	Total	2016T3	100
Mujeres	05 Canarias	Total	2016T2	100
Mujeres	05 Canarias	Total	2016T1	100
Mujeres	05 Canarias	Total	2015T4	100
Mujeres	05 Canarias	Total	2015T3	100
Mujeres	05 Canarias	Total	2015T2	100
Mujeres	05 Canarias	Total	2015T1	100
Mujeres	05 Canarias	Total	2014T4	100
Mujeres	05 Canarias	Total	2014T3	100
Mujeres	05 Canarias	Total	2014T2	100
Mujeres	05 Canarias	Total	2014T1	100
Mujeres	05 Canarias	Analfabetos	2025T1	1,5
Mujeres	05 Canarias	Analfabetos	2024T4	1,2
Mujeres	05 Canarias	Analfabetos	2024T3	1,4
Mujeres	05 Canarias	Analfabetos	2024T2	1,9
Mujeres	05 Canarias	Analfabetos	2024T1	2,1
Mujeres	05 Canarias	Analfabetos	2023T4	1,5
Mujeres	05 Canarias	Analfabetos	2023T3	1,4
Mujeres	05 Canarias	Analfabetos	2023T2	2,3
Mujeres	05 Canarias	Analfabetos	2023T1	2
Mujeres	05 Canarias	Analfabetos	2022T4	1,7
Mujeres	05 Canarias	Analfabetos	2022T3	1,8
Mujeres	05 Canarias	Analfabetos	2022T2	1,7
Mujeres	05 Canarias	Analfabetos	2022T1	1,6
Mujeres	05 Canarias	Analfabetos	2021T4	1,7
Mujeres	05 Canarias	Analfabetos	2021T3	1,8
Mujeres	05 Canarias	Analfabetos	2021T2	2,1
Mujeres	05 Canarias	Analfabetos	2021T1	1,7
Mujeres	05 Canarias	Analfabetos	2020T4	2,1
Mujeres	05 Canarias	Analfabetos	2020T3	2,2
Mujeres	05 Canarias	Analfabetos	2020T2	2,3
Mujeres	05 Canarias	Analfabetos	2020T1	2,6
Mujeres	05 Canarias	Analfabetos	2019T4	2,3
Mujeres	05 Canarias	Analfabetos	2019T3	2,1
Mujeres	05 Canarias	Analfabetos	2019T2	2,2
Mujeres	05 Canarias	Analfabetos	2019T1	2,1
Mujeres	05 Canarias	Analfabetos	2018T4	2,3
Mujeres	05 Canarias	Analfabetos	2018T3	2,2
Mujeres	05 Canarias	Analfabetos	2018T2	2
Mujeres	05 Canarias	Analfabetos	2018T1	2,3
Mujeres	05 Canarias	Analfabetos	2017T4	2,5
Mujeres	05 Canarias	Analfabetos	2017T3	2,2
Mujeres	05 Canarias	Analfabetos	2017T2	2
Mujeres	05 Canarias	Analfabetos	2017T1	1,8
Mujeres	05 Canarias	Analfabetos	2016T4	2
Mujeres	05 Canarias	Analfabetos	2016T3	2,2
Mujeres	05 Canarias	Analfabetos	2016T2	1,8
Mujeres	05 Canarias	Analfabetos	2016T1	2,3
Mujeres	05 Canarias	Analfabetos	2015T4	2,6
Mujeres	05 Canarias	Analfabetos	2015T3	2,6
Mujeres	05 Canarias	Analfabetos	2015T2	2,7
Mujeres	05 Canarias	Analfabetos	2015T1	2,8
Mujeres	05 Canarias	Analfabetos	2014T4	3
Mujeres	05 Canarias	Analfabetos	2014T3	3
Mujeres	05 Canarias	Analfabetos	2014T2	3,2
Mujeres	05 Canarias	Analfabetos	2014T1	3,3
Mujeres	05 Canarias	Estudios primarios incompletos	2025T1	4,6
Mujeres	05 Canarias	Estudios primarios incompletos	2024T4	4,7
Mujeres	05 Canarias	Estudios primarios incompletos	2024T3	4,4
Mujeres	05 Canarias	Estudios primarios incompletos	2024T2	4,6
Mujeres	05 Canarias	Estudios primarios incompletos	2024T1	4,5
Mujeres	05 Canarias	Estudios primarios incompletos	2023T4	5
Mujeres	05 Canarias	Estudios primarios incompletos	2023T3	4,9
Mujeres	05 Canarias	Estudios primarios incompletos	2023T2	4,6
Mujeres	05 Canarias	Estudios primarios incompletos	2023T1	4,8
Mujeres	05 Canarias	Estudios primarios incompletos	2022T4	4,7
Mujeres	05 Canarias	Estudios primarios incompletos	2022T3	5,3
Mujeres	05 Canarias	Estudios primarios incompletos	2022T2	5,6
Mujeres	05 Canarias	Estudios primarios incompletos	2022T1	5,6
Mujeres	05 Canarias	Estudios primarios incompletos	2021T4	6,1
Mujeres	05 Canarias	Estudios primarios incompletos	2021T3	6,2
Mujeres	05 Canarias	Estudios primarios incompletos	2021T2	7
Mujeres	05 Canarias	Estudios primarios incompletos	2021T1	7,4
Mujeres	05 Canarias	Estudios primarios incompletos	2020T4	7
Mujeres	05 Canarias	Estudios primarios incompletos	2020T3	6,7
Mujeres	05 Canarias	Estudios primarios incompletos	2020T2	6,2
Mujeres	05 Canarias	Estudios primarios incompletos	2020T1	5,8
Mujeres	05 Canarias	Estudios primarios incompletos	2019T4	5,4
Mujeres	05 Canarias	Estudios primarios incompletos	2019T3	6
Mujeres	05 Canarias	Estudios primarios incompletos	2019T2	6,6
Mujeres	05 Canarias	Estudios primarios incompletos	2019T1	6,9
Mujeres	05 Canarias	Estudios primarios incompletos	2018T4	7,3
Mujeres	05 Canarias	Estudios primarios incompletos	2018T3	7,6
Mujeres	05 Canarias	Estudios primarios incompletos	2018T2	7,9
Mujeres	05 Canarias	Estudios primarios incompletos	2018T1	7,4
Mujeres	05 Canarias	Estudios primarios incompletos	2017T4	7,5
Mujeres	05 Canarias	Estudios primarios incompletos	2017T3	7,3
Mujeres	05 Canarias	Estudios primarios incompletos	2017T2	6,9
Mujeres	05 Canarias	Estudios primarios incompletos	2017T1	7,2
Mujeres	05 Canarias	Estudios primarios incompletos	2016T4	7,3
Mujeres	05 Canarias	Estudios primarios incompletos	2016T3	7,7
Mujeres	05 Canarias	Estudios primarios incompletos	2016T2	8
Mujeres	05 Canarias	Estudios primarios incompletos	2016T1	8,3
Mujeres	05 Canarias	Estudios primarios incompletos	2015T4	8,6
Mujeres	05 Canarias	Estudios primarios incompletos	2015T3	8,5
Mujeres	05 Canarias	Estudios primarios incompletos	2015T2	8,4
Mujeres	05 Canarias	Estudios primarios incompletos	2015T1	8,5
Mujeres	05 Canarias	Estudios primarios incompletos	2014T4	8,7
Mujeres	05 Canarias	Estudios primarios incompletos	2014T3	8,9
Mujeres	05 Canarias	Estudios primarios incompletos	2014T2	9,3
Mujeres	05 Canarias	Estudios primarios incompletos	2014T1	9,8
Mujeres	05 Canarias	Educación primaria	2025T1	9,7
Mujeres	05 Canarias	Educación primaria	2024T4	10,1
Mujeres	05 Canarias	Educación primaria	2024T3	11,1
Mujeres	05 Canarias	Educación primaria	2024T2	11,8
Mujeres	05 Canarias	Educación primaria	2024T1	12,2
Mujeres	05 Canarias	Educación primaria	2023T4	12,4
Mujeres	05 Canarias	Educación primaria	2023T3	12,2
Mujeres	05 Canarias	Educación primaria	2023T2	12,7
Mujeres	05 Canarias	Educación primaria	2023T1	11,6
Mujeres	05 Canarias	Educación primaria	2022T4	12,3
Mujeres	05 Canarias	Educación primaria	2022T3	11,2
Mujeres	05 Canarias	Educación primaria	2022T2	11,2
Mujeres	05 Canarias	Educación primaria	2022T1	10,5
Mujeres	05 Canarias	Educación primaria	2021T4	11,1
Mujeres	05 Canarias	Educación primaria	2021T3	11,5
Mujeres	05 Canarias	Educación primaria	2021T2	11,6
Mujeres	05 Canarias	Educación primaria	2021T1	12,2
Mujeres	05 Canarias	Educación primaria	2020T4	11,9
Mujeres	05 Canarias	Educación primaria	2020T3	11,7
Mujeres	05 Canarias	Educación primaria	2020T2	11,9
Mujeres	05 Canarias	Educación primaria	2020T1	11,8
Mujeres	05 Canarias	Educación primaria	2019T4	13
Mujeres	05 Canarias	Educación primaria	2019T3	13,6
Mujeres	05 Canarias	Educación primaria	2019T2	13,6
Mujeres	05 Canarias	Educación primaria	2019T1	13,9
Mujeres	05 Canarias	Educación primaria	2018T4	13,1
Mujeres	05 Canarias	Educación primaria	2018T3	13,6
Mujeres	05 Canarias	Educación primaria	2018T2	13,2
Mujeres	05 Canarias	Educación primaria	2018T1	14,1
Mujeres	05 Canarias	Educación primaria	2017T4	13,2
Mujeres	05 Canarias	Educación primaria	2017T3	13,9
Mujeres	05 Canarias	Educación primaria	2017T2	14,4
Mujeres	05 Canarias	Educación primaria	2017T1	14,7
Mujeres	05 Canarias	Educación primaria	2016T4	14,6
Mujeres	05 Canarias	Educación primaria	2016T3	14,5
Mujeres	05 Canarias	Educación primaria	2016T2	15
Mujeres	05 Canarias	Educación primaria	2016T1	14,8
Mujeres	05 Canarias	Educación primaria	2015T4	14,1
Mujeres	05 Canarias	Educación primaria	2015T3	14,6
Mujeres	05 Canarias	Educación primaria	2015T2	15,7
Mujeres	05 Canarias	Educación primaria	2015T1	16,2
Mujeres	05 Canarias	Educación primaria	2014T4	16,5
Mujeres	05 Canarias	Educación primaria	2014T3	16,1
Mujeres	05 Canarias	Educación primaria	2014T2	14,4
Mujeres	05 Canarias	Educación primaria	2014T1	14,5
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2025T1	23,7
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2024T4	23,9
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2024T3	23,6
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2024T2	23,6
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2024T1	23,7
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2023T4	22,1
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2023T3	23,6
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2023T2	24,1
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2023T1	24,8
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2022T4	23,6
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2022T3	22,9
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2022T2	24,3
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2022T1	24,4
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2021T4	24,2
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2021T3	22,7
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2021T2	22,4
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2021T1	22,5
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2020T4	20,5
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2020T3	22,9
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2020T2	24,9
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2020T1	25,6
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2019T4	25
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2019T3	25,4
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2019T2	26,3
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2019T1	25,7
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2018T4	25,9
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2018T3	27,3
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2018T2	28,3
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2018T1	26,4
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2017T4	26,6
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2017T3	26,6
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2017T2	27,7
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2017T1	27,3
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2016T4	27
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2016T3	25,9
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2016T2	26,3
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2016T1	26,8
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2015T4	27
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2015T3	26,7
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2015T2	27,7
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2015T1	27,3
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2014T4	26,4
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2014T3	27,3
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2014T2	27,3
Mujeres	05 Canarias	Primera etapa de Educación Secundaria y similar	2014T1	26,9
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2025T1	19,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2024T4	19,5
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2024T3	18,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2024T2	17,6
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2024T1	17,3
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2023T4	17,9
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2023T3	17,7
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2023T2	17,6
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2023T1	17
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2022T4	17,8
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2022T3	18,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2022T2	17,4
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2022T1	18,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2021T4	17,4
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2021T3	18,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2021T2	17,9
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2021T1	16,7
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2020T4	18,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2020T3	18,3
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2020T2	18
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2020T1	17,4
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2019T4	17,4
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2019T3	16,5
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2019T2	16
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2019T1	15,6
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2018T4	16,4
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2018T3	15,5
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2018T2	15,9
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2018T1	15,9
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2017T4	17,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2017T3	17,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2017T2	17,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2017T1	16,6
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2016T4	16,6
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2016T3	17
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2016T2	16,8
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2016T1	16,3
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2015T4	16,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2015T3	15,6
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2015T2	15,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2015T1	14,5
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2014T4	14,9
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2014T3	14,9
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2014T2	15,6
Mujeres	05 Canarias	Segunda etapa de educación secundaria, con orientación general	2014T1	15,5
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2025T1	9,2
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T4	8,7
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T3	9
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T2	9
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2024T1	8,7
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T4	8,7
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T3	8,4
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T2	9,1
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2023T1	8,4
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T4	7,5
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T3	8,1
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T2	7,8
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2022T1	8
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T4	7,5
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T3	8,1
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T2	7,5
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2021T1	7,5
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T4	7,7
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T3	7,1
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T2	7,3
Mujeres	05 Canarias	Segunda etapa de educación secundaria con orientación profesional (incluye educación postsecundaria no superior)	2020T1	7,5
